Nom;Code gare;Position Géographique;Localisation;Etat de fonctionnement;hauteur;adressesDNS;dateMiseEnService
Ascenseur - Voie 4;c8545a71-0c1e-4246-849d-c05cf02828d1;;Voie 4 / souterrain;OK;0.0;;2009-01-01T00:00:00
ascenseur - Quai F - Dalle;e26021bf-541a-4e9e-8e74-66f59ce9bc60;;Voie 9 et 10 / hall arrivée;OK;0.0;;2018-08-27T00:00:00
ascenseur - quai 1;407fc09e-45d0-4533-b6cb-7a544dbf1e55;48.947456, 6.169653;Hall/Voie 3;OK;0.0;;2007-01-01T00:00:00
Ascenseur - quai 2;fdcc99ce-fafb-484b-be54-898d1d555a8a;46.03073, 0.19057;voie A et Voie B / passerelle;OK;0.0;;2021-11-30T00:00:00
ascenseur - Ascenseur panoramique hall 2/hall 3  - 3B (droite);a6433423-9738-42fd-a125-321b28d78e8a;48.844505, 2.3761113;Hall 3 - droite / Hall 2 (droite - voie 17 et 19);OK;0.0;;2013-01-01T00:00:00
ascenseur - accès médiathèque;0d1f6d5b-15a8-4d08-9474-2ca0bc17bd2e;;Sortie médiathèque / passerelle;INCONNU;0.0;;2019-05-29T00:00:00
Ascenseur - Hall Arrivée Voie 3 (1244479);6d950f75-8a47-4c30-b0ca-66f074ad3496;43.92189, 4.7863364;Hall pavillon arrivées / Quai arrivées;OK;0.0;;2001-01-01T00:00:00
ascenseur - quai 3;5452555e-c666-4734-a5af-960c4a396291;48.77374, 5.167423;Voies G et H / Souterrain;OK;0.0;;2008-01-03T00:00:00
Ascenseur - quai 3 voies E/F;7be8e806-878f-4cd0-8a4b-0a068b85c474;;Voies E et F / souterrain;OK;0.0;;2021-12-15T00:00:00
Ascenseur - Quai 1;1e1be96d-8a6b-463e-bb70-2a58c7d7f147;;Souterrain / Voie 1;INCONNU;0.0;;2024-03-13T00:00:00
ASC.PMR 5201 Q.1;cda14bed-8f83-433e-91ab-3822a10e3043;;Voie 1;OK;;;
Ascenseur - Souterrain / Voies F-G;6e6aa7eb-c607-4ee7-a4af-9ca188f908db;;Voies D et E / Souterrain;OK;0.0;;2019-07-01T00:00:00
ascenseur - quai 1;39e73a75-1a95-4423-9154-41d7aea9bf17;;Voie D et Parvis / Souterrain;OK;0.0;;2019-09-12T00:00:00
ascenseur - Hall dalle béton Quai 6/8 (côté Le Havre);a5bf3b1d-70e4-4873-98ab-9f03a79fa558;;Voies 6 et 8 côté Le Havre / Hall;OK;0.0;;2017-01-12T00:00:00
Ascenseur - Quai 1 Voie 1 (P27);876acd6d-c67b-47fd-95ee-f2b13b33508e;43.611347, 1.4539151;VOIE 1;KO;0.0;;2021-04-28T00:00:00
ascenseur - quai 1       BV;89dd3850-a715-48a0-af21-b71c8689acc8;;voie A Batiment voyageurs / passerelle;OK;0.0;;2018-12-03T00:00:00
Ascenseur - quai 2;0f6c6a8a-4315-43b3-a360-19b414bd6937;;Voies B et C / souterrain;OK;0.0;;2022-11-28T00:00:00
ASC.PMR 2051 Quai 2 Voie 1/3;17e19f72-a1d8-4b3e-b7ff-059ed7448af6;;Voies 1 et 3;OK;;;
ASC.PMR 2010 Voie 1;1fdc955f-9f7b-45bd-a462-5971e8704416;;Voie 1 / hall;OK;;;
ascenseur - quai 3     voie D;89dd3850-a715-48a0-af21-b71c8689acc8;;Voie D / passerelle;OK;0.0;;2018-12-03T00:00:00
Ascenseur - Quai voie 2 - côté BV direction Rennes;863f9023-612e-427f-a413-32d3ab616a33;;Voie 2 / Passerelle;OK;0.0;;2016-12-06T00:00:00
ascenseur - quai voie 2;c537322f-c6e7-4a45-a664-2dbc2c59a802;43.1363, 6.0350757;Voie 2 / passerelle;OK;0.0;;2015-12-01T00:00:00
ascenseur - Voie C;6f0359d6-5ba7-4a6b-96c1-8845054ccee2;45.391853, 4.285888;Parking / Passerelle;KO;0.0;;2005-06-15T00:00:00
ascenseur - Quai C;64efcf12-e3d6-4b82-813b-aa62cdb7810b;47.99536, 0.1916836;Voies 4 et 5 / souterrain;OK;0.0;;2009-01-02T00:00:00
ascenseur - 10 : Quai 3 - Côté Sètes;3a8d2e95-4378-4d72-ba9b-0e082dfb8916;43.60383, 3.8799698;Voies D et E côté Sète / nef;OK;0.0;;2013-06-18T00:00:00
ascenseur - Quai 2;5a1e51bd-aa27-498e-ab1c-e3fa454a8f5b;;Voie B / Souterrain;INCONNU;0.0;;
ascenseur - Quai 2;28248836-2dc7-41d4-8aa9-bc1b1e324370;45.792088, 3.1615257;Voie D / Passerelle;OK;0.0;;2011-12-01T00:00:00
ascenseur - Ascenseur panoramique hall 2/hall 3 - 3A (gauche);a6433423-9738-42fd-a125-321b28d78e8a;48.844494, 2.3760948;Hall 3 - gauche / Hall 2 (gauche - voie 17 et 19);OK;0.0;;2013-01-01T00:00:00
ascenseur - Quai 1;5a1e51bd-aa27-498e-ab1c-e3fa454a8f5b;;Voie A / Souterrain;INCONNU;0.0;;
ASC.PMR 4513 Voie 2Bis 2Ter;49826ab9-7c65-4370-b33e-be706ae71918;;Quai 2 / passerelle;OK;;;
Ascenseur - quai BV;251db866-99dd-462c-baf5-2aadbee290cd;;Voie 1 / Souterrain;OK;0.0;;2020-09-18T00:00:00
ascenseur - Hall central quai 6 - voies K;f8df288c-2b8b-4e2b-9cef-5cfcd7028bf4;45.76056, 4.8607297;Voies K et L / Hall 1;OK;0.0;;2011-12-11T00:00:00
ascenseur - ascenseur métro (ex ascenseur incliné);b0ce193b-0926-4b87-8bf9-f37a1332e9a1;43.302666, 5.380407;niveau métro / hall Honorat;KO;0.0;;2014-12-01T00:00:00
ASC.PMR 3574 A.Passerelle;c1ad848f-e403-45b2-bf8d-3948ff48c58a;;Parking Gare Routière / passerelle;KO;;;
Ascenseur - quai voie 2;b1f5fde1-acda-4cda-b053-fddd5d32e68d;43.515068, 4.980135;Voie 2 / passerelle;OK;0.0;;2021-11-22T00:00:00
ASC.PMR 5040 Quai 10;e99780a3-3666-432a-8c44-9cc2b59fd769;;Quai 11 et 12;OK;;;
ASC.PMR 4201 Voie 5;80e35e25-80d8-4444-92ff-e4ec63ff599f;;Voie 5;OK;;;
ASC.PMR 2510 Quai E Voie 19/20;592e9a77-d5e5-4700-a429-305985cc5892;;Voies 19 et 20 / souterrain;OK;;;
ASC.PMR 5001 Voie 1;d5fbe8bd-4b48-433f-8aa6-4e96941fb4af;;Quai 1 / hall / passerelle;OK;;;
ASC.PMR 3083 Quai 1;5c7c4cde-f7dc-4f4e-8e59-d4fecb754570;;Voie 1 souterrain;OK;;;
ASC.PMR 3561 Voie D/E;c304b658-15f8-4a48-b49c-2323b2e13cb2;;Voies D et E  / souterrain;OK;;;
ascenseur - quai 1 voie C;92363396-9532-4930-8657-6d4a24019343;50.37893, 2.339964;Voie C / Souterrain;OK;0.0;;2005-07-01T00:00:00
Ascenseur - Voie 2 côté parking;72e78a64-1f5a-4978-ba85-8e532376f3d1;;Voie 2;OK;0.0;;2022-12-09T00:00:00
ascenseur - Quai 1 voie B;cc95ee13-6bd4-429c-8d75-7e8ea2f32438;45.443474, 4.3997355;Hall / Souterrain;OK;0.0;;2011-01-01T00:00:00
ASC.PMR 1037 Voie A/B;d13443a8-177e-4d82-886c-fde86f5d4882;;Voies A et B direction Meaux / passerelle;OK;;;
Ascenseur - BERCY accès rue corbinot - A23;adceab5e-d9bf-4cdc-8c13-66902b313a7c;48.838818, 2.381883;Rue Corbineau / Gare de Bercy extérieur;OK;0.0;;2017-11-01T00:00:00
Ascenseur - Quai Voies A/B Nord;c209a3e2-d322-4281-8c2e-1ea5c6046c50;;Voies A et B Nord / hall;OK;0.0;;2019-12-19T00:00:00
ASC.PMR 5104 ASC4;a794fc83-1bbc-4efd-877f-d2e93749d1e2;;Parvis / passerelle;OK;;;
ascenseur - Quai A;ae937b9b-8935-46d0-af3b-aa6da7bd1162;45.404167, 4.360415;Voie A / Rue Jean-Pierre BLACHIER;OK;0.0;;2005-06-15T00:00:00
ascenseur - Voies AB;6c2f21ad-e55b-4d8a-a24c-674496c8118b;43.593662, 1.4139405;Voies A et B / souterrain;OK;0.0;;
ascenseur - Quai 2;be79006e-a8ea-418a-88fc-1003f926566a;48.563507, 7.752759;Voies 1 et 2 / Avenue de Colmar;OK;0.0;;
ASC.PMR 4081 Q2 V1;858136c4-577a-4acf-889e-f5d1c80fee36;;Voie 1 direction Dreux;OK;;;
ascenseur - quai 2;6d4a8140-91b0-4e7e-9b1b-541fa3664049;45.208035, 5.410467;Voie A / passerelle;OK;0.0;;2008-07-01T00:00:00
ascenseur - quai voies 4/6;ded1a773-b7d6-4c70-b9e9-f154e65be849;;Voies 4 et 6 - Repères A à E / Porte Rhône;OK;0.0;;2019-03-25T00:00:00
ascenseur - Voie 2 - 4;8973ff70-869b-4c85-a6bd-b6c015e43177;49.227123, -1.0497435;Voies 2 et 4 / Passerelle;OK;0.0;;2016-10-04T00:00:00
ASC.PMR 5212 Quai 4;4ff8ff1d-f98d-49da-ae29-3897f322db66;;Quai 4 / souterrain;OK;;;
Ascenseur - quai B;909f5c04-1ebe-4d4b-bf8a-6946b28f66ac;;Souterrain / Voies B et C;OK;0.0;;2021-03-22T00:00:00
ascenseur - quai 1, côté ville;69232ffb-7755-4cb8-99b4-78bfd13d8d9a;;Voie 1 côté ville / passerelle;OK;0.0;;2017-07-18T00:00:00
Ascenseur - Quai 2 voie 1;fc7c61e3-3f5c-47fc-afe0-eeb07a398378;;Voie 2 / passerelle;OK;0.0;;2013-01-01T00:00:00
Ascenseur - voie C;b712bf5c-e4f7-49c5-85cb-0b060a587100;45.185028, 5.7851477;Voies A et B / souterrain;OK;0.0;;2005-06-01T00:00:00
Ascenseur - AS4 Quai TGV 3/5N;f41e853e-620f-4ce9-988b-4f7a75625dd2;49.0036, 2.3255;Niv 5 - Accès NORD - Navettes Hôtel / Niv 1 - Accès NORD - Voies 4 et 6 / Niv 2 / Niv 3 / Niv 4;OK;0.0;;2020-11-30T00:00:00
ascenseur - Voie A;f25faf29-34ab-46e0-9d41-a22d8360762e;48.422802, 7.6383524;Voie A / Souterrain;OK;0.0;;2009-01-01T00:00:00
Ascenseur - quai 2 Voie 2 n°1523876;56c602f0-7b97-4c5c-b7ca-4af9c2ba961a;;Voie 2 / souterrain;OK;0.0;;2018-01-25T00:00:00
ASC.PMR 3102 Voie A/B;03f70726-c3a1-4f1b-a829-10da37eb4c7f;;Voies A et B;OK;;;
ascenseur - Voie 1;202962c5-166f-4347-9027-ec18574504bc;45.15325, 5.7188063;Voie 1 / Esplanade;OK;0.0;;2005-06-26T00:00:00
Ascenseur - Voies 2, 4 et 6/Souterrain;89f3477b-4263-408f-a661-1b428ce416ea;47.38577, 0.7237968;Voies 2, 4 et 6 / Souterrain;OK;0.0;;1991-01-01T00:00:00
Ascenseur - AS3 quai TGV 4/6N;f41e853e-620f-4ce9-988b-4f7a75625dd2;49.0036, 2.3255;Niv 5 - Accès NORD - Navettes Hôtel / Niv 1 - Accès NORD - Voies 4 et 6 / Niv 2 / Niv 3 / Niv 4;OK;0.0;;2021-04-19T00:00:00
Ascenseur - espace affaires CAF pavillon nord;72a31fc3-3b7f-4e0d-823f-ce3a878505de;;Espace affaires Regus pavillon Nord / Parvis;OK;0.0;;
ascenseur - quai 4;c2f3e2e0-44f8-412f-aa46-9a8c60ff1622;49.108368, 6.176813;Voies 8 et 9 / Souterrain;OK;0.0;;2008-01-01T00:00:00
ASC.PMR 3541 Quai 2;3762b0df-44b5-47aa-8d2d-1b056f326858;;Quai 2 / souterrain / hall;OK;;;
ascenseur - Quai C;73fb2488-e269-4f03-8621-2c597fe66215;47.268993, -0.07213918;Voie C / Souterrain;KO;0.0;;2011-04-01T00:00:00
ascenseur - quai 2;f7a0d7c7-fb76-42c4-8733-88cf463439e5;47.227993, 4.9994063;Voie 2 / Passerelle;OK;0.0;;2016-01-01T00:00:00
ASC.PMR 5030 Voie A-2B;2911d701-386d-4bb6-beb6-248f88bf5982;;Voies A et 2B;OK;;;
ascenseur - Quai Rhône Express nord;ded1a773-b7d6-4c70-b9e9-f154e65be849;;Rhône Express / Parvis;OK;0.0;;2011-06-01T00:00:00
ASC.PMR 4041 BV/PASO;f9e5c285-70cd-4c04-bb4c-5c0ad98cab84;;Hall / souterrain;OK;;;
ascenseur - quai 2;a8d6187b-1b1d-46c3-856d-dd4aeb63345e;49.0144, 6.3950295;Voies B et C / Passerelle;OK;0.0;;2013-09-01T00:00:00
Ascenseur - Quai 2;d663b056-a902-43b8-ab1f-b2e42f7c6af4;;Souterrain / Voie 2;OK;0.0;;2022-08-24T00:00:00
Ascenseur - Voie A / Souterrain;06573b75-22c7-4b28-9bff-d1486103c968;;Voie A / Souterrain;OK;0.0;;2018-12-04T00:00:00
ascenseur - Quai;265248a2-9a80-496c-8286-9085189a9a30;47.307957, 5.9530287;Voie 3 / Passerelle - Hall;OK;0.0;;2011-12-01T00:00:00
ascenseur - passerelle quai 6;c59dec99-e5d8-4949-82b6-250d7960dc15;;Voies 6 à 12 / Passerelle;OK;0.0;;2008-05-01T00:00:00
ASC.PMR 4526 Quai 1;ce712b2b-caf2-4b3c-a5b1-9cabeb751d71;;Voie 1 / bureau de vente;OK;;;
ascenseur - Quai 3;2ae1d321-be19-43b3-81ff-6162d37c0401;45.51984, 4.8731675;Voies 1 et A / Souterrain;OK;0.0;;2011-01-27T00:00:00
Ascenseur - ASC 1 (3580)- Panoramique clients coté Rome;9525725e-3b2c-4d63-9fa9-236a4ae26fee;48.876, 2.3246572;Hall niveau Quais / Sortie Parvis Cour de Rome / Niveau métro;OK;0.0;;2012-01-02T00:00:00
ascenseur - Ascenseur 2:  Hall 3, hall 2 et mezzanine;a6433423-9738-42fd-a125-321b28d78e8a;48.844753, 2.3761232;Hall 3 (Place Fresnay) / Hall 2 / Mezzanine Hall 2 (espace commerces/atten;OK;0.0;;2013-06-26T00:00:00
Ascenseur - quai C;4f1cee77-067d-44bd-9334-64ef73ec0deb;;Voies 2 et 4 / Passerelle;OK;0.0;;2020-06-19T00:00:00
Ascenseur - quai 3 voie D;80c4a7a4-b9b5-4867-b5fd-07524ef841b9;;Voie D / Passerelle;OK;0.0;;2021-05-05T00:00:00
Ascenseur - quai central;dae1cfc5-2692-4003-a375-af362b5f5f1f;;Voies 1 et 2 / souterrain;OK;0.0;;2020-11-01T00:00:00
ASC.PMR 1069 Quai 2;f8a957f8-7e3c-448c-921b-4cf8bc095640;;Voie C et D / nouvelle passerelle;OK;;;
ascenseur - 02 ascenseur voie 2 Bordeaux;d35619d4-4788-4b84-b808-7cb6891816f6;44.82668, -0.6262998;Voie 2 / Parvis côté parc Relais;OK;0.0;;2010-01-01T00:00:00
ASC.PMR 5206 Quai 2;2b28ab26-4e11-4a85-a54f-01a072afd3b2;;Quai 2;OK;;;
Ascenseur - Voie 2 / Passerelle;a402ace8-44cb-4cdb-b882-52822f822b41;;Voie 2 / Passerelle;OK;0.0;;2023-12-13T00:00:00
ascenseur - Quai C - Brest (ASC 12);e26021bf-541a-4e9e-8e74-66f59ce9bc60;;Voies 3 et 4 Brest / Hall arrivée;OK;0.0;;2018-06-28T00:00:00
Ascenseur - Quai A;6cf521ed-e085-4389-9feb-b28e9ff9be35;45.847843, 5.057904;Voie A / passerelle;KO;0.0;;2012-09-04T00:00:00
Ascenseur - quai 2;79857435-35e7-479c-9e69-ea1b0331b8fa;50.72395, 2.5477006;Voies 2 et 6 / Passerelle;OK;0.0;;
ASC.PMR 1032 Voie C;24d8118e-6bbd-476e-af19-b8d7447f6ba2;;Voie C;OK;;;
ASC.PMR 3205 Ville/ BV;125dbf45-f550-4776-9600-aeda648c561b;;Passerelle / sortie rue bois perrier;OK;;;
ascenseur - Quai B;73fb2488-e269-4f03-8621-2c597fe66215;47.26908, -0.072009094;Voie B / Souterrain;OK;0.0;;2011-04-01T00:00:00
ascenseur - Quai 2, côté canal;69232ffb-7755-4cb8-99b4-78bfd13d8d9a;;Voie 2 côté canal / passerelle;OK;0.0;;2017-07-18T00:00:00
ASC.PMR 2110 Voie 1 (Creil);68c9c229-aa6b-403e-a465-9fceb9d6bf45;48.9177325, 2.3502954;Voie 1 / passerelle;OK;;;
ascenseur - Quai voie A/B;2c92d19b-8b21-4eba-85a9-4f6d9250d977;43.45623, 5.4636188;Voies A et B / passerelle;OK;0.0;;2014-03-01T00:00:00
ascenseur - quai 3;c359f972-d3ea-4b8f-90b5-a1809932fb7f;;Voies E et F / passerelle;OK;0.0;;2019-12-17T00:00:00
ASC.PMR 1011 ASA3;b1fb9e27-f0db-46bf-a753-dd21a7e306e3;;Voies 52 et 54 / passerelle intemédiaire;KO;;;
ASC.PMR 5012 Salle d'échange<>Quai N (A09);a6433423-9738-42fd-a125-321b28d78e8a;;Salle d'échange<>Quai N (A09);OK;;;
ASC.PMR 1021 Voie G/H;78d83237-d5d8-46e1-9551-142c497da053;;Voies G et H / souterrain;OK;;;
ascenseur - quai 1;b11f246c-dbc6-441e-92a4-79047970c981;49.807503, 2.8010886;Voie 1 / passerelle;OK;0.0;;2012-03-01T00:00:00
Ascenseur - Voie A / Côté BV;52a6bae5-7ffe-478d-9419-994fee7d2fe0;;Hall / passerelle;OK;0.0;;2023-11-24T00:00:00
ASC.PMR 3041 Quai 1;6a735c15-b2bb-4769-aa4c-5d187ac9383f;;Voie 2 / passerelle;OK;;;
ascenseur - Quai 3;1bcddafd-8089-46a8-ba61-dca40efac2bc;46.200027, 5.2145214;Voies 4 et A / Souterrain;OK;0.0;;2012-06-01T00:00:00
ascenseur - quai 1;82cce265-5040-43ac-8dcc-e6f311b29be3;44.32969, -0.946009;Voie 1 / passerelle;OK;0.0;;2013-07-30T00:00:00
ASC.PMR 2067 Quai C;0ac27581-65b6-41e4-ab47-11eb5972118e;;Voie 3;KO;;;
ASC.PMR 5007 Voie 1;3f519c5f-4abc-4672-842f-c6e5fb7542e8;;Voie 1 / hall;OK;;;
ascenseur - quai 2;e91fb85e-f339-484b-8d00-9d2e14496446;;Voies 2 et 3 / Souterrain;OK;0.0;;2007-01-01T00:00:00
ascenseur - quai 1;e3c6bfe7-f84a-45dd-9914-31d5d40e5fb6;;Voie 1 / Souterrain;OK;0.0;;2020-01-30T00:00:00
ASC.PMR 5204 Accès 4;2b28ab26-4e11-4a85-a54f-01a072afd3b2;;Accès 4;OK;;;
ascenseur - voie 1;ada93676-226b-48cb-b672-6228cda10104;49.60339, 0.41699815;Voie 1 / Souterrain;OK;0.0;;2011-06-01T00:00:00
ascenseur - quai voie B et C;23fa0284-8093-4f64-af15-5ed51248821c;49.17663, -0.34769347;Voies B et C / souterrain;OK;0.0;;2014-05-20T00:00:00
ascenseur - Quai rive droite - voie K;270e6cc2-d881-4c1c-aa97-1ad95026576a;45.748234, 4.8230968;Voie K / Souterrain J et K;OK;0.0;;1998-05-15T00:00:00
ASC.PMR 5215 Quai 2 Voie 2<>Hall BV;aafe5e7d-56d2-440a-b0b4-da9a458dc8ec;;Quai 2 Voie 2<>Hall BV;OK;;;
Ascenseur - Voie 1/Voie 2;067bb2b6-1c35-4634-87c4-f822f206e902;47.586266, 1.3234797;Voie 1 / Voie 2;OK;0.0;;2022-06-07T00:00:00
ascenseur - Quai C Parking;597f884b-e6e1-4c91-91da-590b9c7cade0;49.361225, 4.1746917;Parvis / Souterrain;OK;0.0;;2008-01-01T00:00:00
Ascenseur - n°11315996- Hall;412e30c3-8dbc-4463-adf6-f5b4299910d1;43.77441, 7.493011;Hall / souterrain;OK;0.0;;
ASC.PMR 3072 L.A N;61ecde54-8a6e-440c-8999-a45d6687d9a3;;Accès gare haute ligne A / passerelle;KO;;;
ascenseur - coté BV - quai 1;9726a22a-1402-4d78-b972-5ebb8304f77a;43.19989, 2.7688584;Hall / souterrain;OK;0.0;;2011-10-01T00:00:00
Ascenseur - Voie AB  (2022);f8df288c-2b8b-4e2b-9cef-5cfcd7028bf4;45.76056, 4.8607297;Voies A et B / Hall 1;OK;0.0;;2022-11-09T00:00:00
ASC.PMR 3203 Quai 1 / voie 1;125dbf45-f550-4776-9600-aeda648c561b;;Voie 1;OK;;;
Ascenseur - Direction Régionale (n° A3) -  ERP pour niveau supérieur accès perchoir;5dd4fb9f-a6f3-4107-a7cf-e198e3d3b169;48.876743, 2.358424;Sortie Perchoir;OK;0.0;;2006-01-01T00:00:00
ASC.PMR 2291 Quai 2;146c8d50-854c-4d28-9e88-fc0d6d6feacb;;Quai 2;OK;;;
Ascenseur - Voie 1/Souterrain;b1cf6cf7-c599-4ebb-bc98-66dd3a9acbec;47.586266, 1.3234797;Voie 1 / Souterrain;OK;0.0;;2022-05-16T00:00:00
ascenseur - VOIE 1;19881875-ea9f-41df-90a4-d41bc46d8dcc;43.18214, -0.24185628;Voie 1 / Souterrain;OK;0.0;;2008-01-01T00:00:00
Ascenseur -  11578440 quai BV voie 2;350f10bc-24ca-426d-9477-53b392b2a54e;43.57084, 7.11115;Hall / souterrain;OK;0.0;;2021-10-15T00:00:00
ascenseur - quai 2;dbccefcd-68a7-43fe-b66f-e45d0cce5132;;Voies B et C / souterrain;OK;0.0;;2021-03-08T00:00:00
ASC.PMR 2508 Quai C Voie 15/16;592e9a77-d5e5-4700-a429-305985cc5892;;Voies 15 et 16 / souterrain;OK;;;
ascenseur - Pavillon Arrivée/Zola;4ab19d76-8365-40a3-95d3-29357c4990ef;;Quai Pavillon arrivée / passerelle haute;OK;0.0;;2018-06-11T00:00:00
Ascenseur - quai A;909f5c04-1ebe-4d4b-bf8a-6946b28f66ac;;Souterrain / Voie A;OK;0.0;;2021-03-22T00:00:00
Ascenseur - Voies 3/4 / Voie D/E;a77ff1a5-b757-43c6-a35b-0ca598681182;;Voies 3-4 / Voie D-E;OK;0.0;;2018-07-20T00:00:00
ASC.PMR 2281 Voie 2;3235b1ff-6c0e-493c-aeef-92e06ae8d63c;;Voie 2;OK;;;
ascenseur - hall fret / parvis Sud;b6e18100-d3f6-4702-b661-031af45630e5;45.151646, 1.5283332;Parvis sud, sortie Rue Moissan / souterrain;OK;0.0;;2013-11-17T00:00:00
Ascenseur - quai voie 2;15f02d41-47ac-40e8-9a96-3ae13dd12fef;;Voies 1 et 3 / Souterrain;KO;0.0;;2017-05-03T00:00:00
ascenseur - quai 3;750eb197-3f74-44e3-aed1-aaec16721c55;;Voies 1V et 2V / Souterrain;OK;0.0;;2008-06-15T00:00:00
Ascenseur - voie GH Pompidou;f8df288c-2b8b-4e2b-9cef-5cfcd7028bf4;45.76056, 4.8607297;Voies G et H / Hall 2;OK;0.0;;2022-11-09T00:00:00
Ascenseur - Quai BV;04eea69a-c989-4534-81c6-088ae2e2efd6;45.070675, 4.985052;Voie 2 / passerelle;OK;0.0;;2021-04-26T00:00:00
ascenseur - Hall;b81abb96-ec3b-4efc-8f27-711f3c3c0833;49.859184, 2.8319008;Hall / Souterrain;OK;0.0;;1995-01-01T00:00:00
ASC.PMR 1133 Parvis côté R.POINCARE;1756f27a-66cc-477b-bc51-4d1a2802b4fa;;Parvis côté rue Raymond Poincaré;OK;;;
ASC.PMR 4618 Quai 3 côté BV;f2a8095f-704e-45c5-bc4f-04fb12eaceaf;;Quai 3 côté BV;KO;;;
ASC.PMR 5213 Quai 5;4ff8ff1d-f98d-49da-ae29-3897f322db66;;Quai 5 / souterrain;OK;;;
ASC.PMR 1024 Quai 2;bad41300-abf5-4e86-ab05-482b2722c18a;;Voies C et D / souterrain;OK;;;
ascenseur - côté opposé au BV;a4e5ea53-d8ac-48e3-ac3b-8abae06c4ec6;48.978943, 5.2703342;Souterrain / Voie 3;OK;0.0;;2007-01-01T00:00:00
Ascenseur - Quai 1 / souterrain;31076095-3cc0-4f0c-8026-6a974cae71d6;;Souterrain / Quai 1;INCONNU;0.0;;2024-06-01T00:00:00
ASC.PMR 3568 Voie 2;61ecde54-8a6e-440c-8999-a45d6687d9a3;;Voie A / passerelle;KO;;;
ASC.PMR 4509 Quai A;c0a52a98-2e8c-4406-90b3-238e829c203d;;Voie 2 / hall;OK;;;
ascenseur -  accès quai 2;53c5315c-fec4-46bd-b5d4-87f08d62bbd2;49.577156, 3.0070965;Voies 2 et 4 / Souterrain;OK;0.0;;2016-12-21T00:00:00
ascenseur - 01 Ascenseur voie 1 Arcachon;909d95d8-f639-408a-a32f-6f0db8fc349a;44.8041, -0.6322483;Voie 1 Arcachon / souterrain;OK;0.0;;2007-01-01T00:00:00
ascenseur - Quai 3 accès passerelle Départ;a67ea41d-e5f5-496c-8b90-7aa0e774fb9f;47.742184, 7.343823;Voies 4 et 5 / Passerelle;OK;0.0;;1998-01-01T00:00:00
ASC.PMR 2020 Voie 1 B (Province);035030ab-acd7-4cf3-9780-c5a4248ba826;;Voies 1B;OK;;;
Ascenseur - Quai voie 2 direction Rennes côté BV;335a6fb8-f38e-41a5-a010-6b325282371f;48.213257, -2.1101892;Voie 2 / souterrain;OK;0.0;;2012-08-01T00:00:00
ASC.PMR 3044 Quai A Voie 1;fdd625c4-bca0-4455-ae3b-2704ee2f9f53;;Voie 1 / souterrain;KO;;;
Ascenseur - Quai Mare Rouge;90698107-bb66-4a58-9848-b209fc74502f;47.08572, -1.2871805;Accès Mare Rouge / Passerelle;KO;0.0;;2014-04-08T00:00:00
ascenseur - quai 1;d9986380-055d-4f4b-b076-5de88f8a4ea7;45.364193, 5.5944896;Voie A et Parvis / Souterrain;OK;0.0;;2011-07-01T00:00:00
Ascenseur - Quai central voie 2;8a876ae7-14e9-4b9a-8a4a-639d0602bbf0;;Voie 2 / souterrain;INCONNU;0.0;;2019-03-14T00:00:00
ascenseur - voie B;2e500c0d-7a48-452c-8753-efad7d204b23;48.546776, 7.628038;Voie B / passerelle;OK;0.0;;2008-01-04T00:00:00
ascenseur - quai, voie 1 (côté BV);50f4287f-abe7-440f-a711-c5e15cac02cd;48.766426, 0.6204834;Voie 1 / Souterrain;OK;0.0;;2016-10-05T00:00:00
ascenseur - Parking perrières;7be8e806-878f-4cd0-8a4b-0a068b85c474;47.323704, 5.0273714;Parking sortie Perrières / Parvis;KO;0.0;;1999-01-01T00:00:00
ASC.PMR 3027 Quai 1;b673ce98-e08e-478e-876f-8f28654a3722;;Voie 2 direction Paris;OK;;;
esc mec - EM 4 - QT vers Rue SPP côté Rome;9525725e-3b2c-4d63-9fa9-236a4ae26fee;;Hall Niveau Quais / Niveau Rue Parvis Cour de Rome;OK;;;
ESC.MEC D006 EM3 Quai 2;81e75eb3-93f1-40a8-92cc-0389d3085d1b;;Quai 2 / passerelle;OK;;;
ESC.MEC E531 SA3E;b1fb9e27-f0db-46bf-a753-dd21a7e306e3;;(SA3E) Quais;OK;;;
Esc mec - AC 14 - hall 1 du Bd de Vaugirard au niveau + 2 quai transversal;db3c1d28-2b95-43df-ae9f-5418a778abe0;;Sortie boulevard de Vaugirard / Hall 1 niveau 2;OK;;;
Esc mec - TB 3 - Quai RER nord coté voie11;f41e853e-620f-4ce9-988b-4f7a75625dd2;;Niv 1 - Accès NORD - Voies RER / Niv 2 - Accès Nord - Hall gare;OK;;;
Esc mec - voie 8 gauche - QT;70835097-e1ff-4138-86e1-4758ed173ed6;;Hall 1 - Niv-1  /  Hall 1 - Niv0 - Voies Grandes Lignes;OK;;;
ESC.MEC D023 Voie 1 BV;d5fbe8bd-4b48-433f-8aa6-4e96941fb4af;;Hall / passerelle / sortie stephenson;OK;;;
esc mec - Passerelle Quai 4;c59dec99-e5d8-4949-82b6-250d7960dc15;;Voies 4 et 5 / Passerelle;OK;;;
ESC.MEC B042 EM2 Voie 22/24;6dd2d30c-23e9-4da1-8719-1d78758c65c3;;Voies 22 et 24;OK;;;
esc mec - Quai C Ouest;e26021bf-541a-4e9e-8e74-66f59ce9bc60;;Voies 3 et 4 Brest / Lien urbain;OK;;;
